1.813186813186813129e-01,2.087912087912087988e-01,2.032967032967032961e-01,2.032967032967032961e-01,1.868131868131868156e-01,2.087912087912087988e-01,2.197802197802197766e-01,2.252747252747252793e-01,2.417582417582417598e-01,2.472527472527472625e-01,2.362637362637362570e-01,1.483516483516483520e-01,1.098901098901098883e-01,1.208791208791208799e-01,2.802197802197802234e-01,3.351648351648351398e-01,3.296703296703296648e-01,3.076923076923077094e-01,4.945054945054944834e-02,6.593406593406593574e-02,1.000000000000000000e+00,4.725274725274725141e-01,2.472527472527472625e-01,1.923076923076923184e-01,1.758241758241758379e-01,1.483516483516483520e-01,1.318681318681318715e-01,7.692307692307692735e-02,4.395604395604395948e-02,0.000000000000000000e+00,2.747252747252747207e-02,5.494505494505494414e-02,1.428571428571428492e-01,2.142857142857142738e-01,2.637362637362637430e-01,2.582417582417582680e-01,2.307692307692307820e-01,2.252747252747252793e-01,2.252747252747252793e-01,2.252747252747252793e-01,2.307692307692307820e-01,2.582417582417582680e-01,2.637362637362637430e-01,2.747252747252747485e-01,2.637362637362637430e-01,1.978021978021977934e-01,1.318681318681318715e-01,9.340659340659340781e-02,2.802197802197802234e-01,3.021978021978021789e-01
3.973214285714285476e-01,3.928571428571428492e-01,3.705357142857143016e-01,3.660714285714285476e-01,3.660714285714285476e-01,3.660714285714285476e-01,3.705357142857143016e-01,3.928571428571428492e-01,3.973214285714285476e-01,4.062500000000000000e-01,3.973214285714285476e-01,3.437500000000000000e-01,2.901785714285714524e-01,2.589285714285714524e-01,4.107142857142856984e-01,4.285714285714285476e-01,4.508928571428571508e-01,4.330357142857143016e-01,2.589285714285714524e-01,0.000000000000000000e+00,1.000000000000000000e+00,5.982142857142856984e-01,3.883928571428571508e-01,3.348214285714285476e-01,3.258928571428571508e-01,2.946428571428571508e-01,2.946428571428571508e-01,2.500000000000000000e-01,2.187500000000000000e-01,1.830357142857142738e-01,2.008928571428571508e-01,2.187500000000000000e-01,2.544642857142856984e-01,3.348214285714285476e-01,3.660714285714285476e-01,3.750000000000000000e-01,3.526785714285714524e-01,3.616071428571428492e-01,3.392857142857143016e-01,3.571428571428571508e-01,3.526785714285714524e-01,3.750000000000000000e-01,3.750000000000000000e-01,3.660714285714285476e-01,3.705357142857143016e-01,3.616071428571428492e-01,3.750000000000000000e-01,3.616071428571428492e-01,3.571428571428571508e-01,2.857142857142856984e-01
2.147239263803681075e-01,2.392638036809816016e-01,2.331288343558282072e-01,2.638036809815950678e-01,2.638036809815950678e-01,2.515337423312883347e-01,2.576687116564417290e-01,2.453987730061349681e-01,2.638036809815950678e-01,2.453987730061349681e-01,2.392638036809816016e-01,1.411042944785275977e-01,1.042944785276073566e-01,9.202453987730060958e-02,2.699386503067484622e-01,2.883435582822085896e-01,3.190184049079754502e-01,2.699386503067484622e-01,1.226993865030674875e-02,1.717791411042944860e-01,1.000000000000000000e+00,5.398773006134969243e-01,2.269938650306748407e-01,1.717791411042944860e-01,1.717791411042944860e-01,1.288343558282208645e-01,1.042944785276073566e-01,7.975460122699386256e-02,3.680981595092024800e-02,6.134969325153374377e-03,0.000000000000000000e+00,6.134969325153374377e-03,8.588957055214724301e-02,1.963190184049079801e-01,2.453987730061349681e-01,2.515337423312883347e-01,2.085889570552147132e-01,2.515337423312883347e-01,2.024539877300613466e-01,2.453987730061349681e-01,2.392638036809816016e-01,2.392638036809816016e-01,2.699386503067484622e-01,2.638036809815950678e-01,2.822085889570551953e-01,2.515337423312883347e-01,2.576687116564417290e-01,1.349693251533742311e-01,1.042944785276073566e-01,1.533742331288343586e-01
2.721088435374149905e-01,3.197278911564626069e-01,2.653061224489796088e-01,3.129251700680272252e-01,3.061224489795918435e-01,3.061224489795918435e-01,3.401360544217686965e-01,3.333333333333333148e-01,3.537414965986394599e-01,3.197278911564626069e-01,3.265306122448979331e-01,1.904761904761904656e-01,1.564625850340136126e-01,2.108843537414966107e-01,3.741496598639456050e-01,4.013605442176870763e-01,3.741496598639456050e-01,3.265306122448979331e-01,1.360544217687074779e-02,5.782312925170067786e-01,1.000000000000000000e+00,5.238095238095238360e-01,2.380952380952380820e-01,2.176870748299319647e-01,1.904761904761904656e-01,1.632653061224489666e-01,1.088435374149659823e-01,8.163265306122448328e-02,1.360544217687074779e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.761904761904761640e-02,1.360544217687074953e-01,2.176870748299319647e-01,2.721088435374149905e-01,2.653061224489796088e-01,2.517006802721088454e-01,2.448979591836734637e-01,2.517006802721088454e-01,2.789115646258503167e-01,2.721088435374149905e-01,2.993197278911564618e-01,3.129251700680272252e-01,2.993197278911564618e-01,3.129251700680272252e-01,3.129251700680272252e-01,3.129251700680272252e-01,3.061224489795918435e-01,3.061224489795918435e-01,1.972789115646258473e-01
2.815533980582524132e-01,3.009708737864077444e-01,2.961165048543689116e-01,3.155339805825242983e-01,3.252427184466019638e-01,3.155339805825242983e-01,3.252427184466019638e-01,3.252427184466019638e-01,3.252427184466019638e-01,3.203883495145631310e-01,3.203883495145631310e-01,2.427184466019417508e-01,2.135922330097087263e-01,1.650485436893203983e-01,3.398058252427184622e-01,3.640776699029126262e-01,3.834951456310679574e-01,3.689320388349514590e-01,1.650485436893203983e-01,0.000000000000000000e+00,1.000000000000000000e+00,5.582524271844659935e-01,3.252427184466019638e-01,2.815533980582524132e-01,2.621359223300970820e-01,2.475728155339805836e-01,2.233009708737864196e-01,1.990291262135922279e-01,1.650485436893203983e-01,1.359223300970873738e-01,1.310679611650485410e-01,1.601941747572815655e-01,2.135922330097087263e-01,2.815533980582524132e-01,3.300970873786407966e-01,3.300970873786407966e-01,3.203883495145631310e-01,3.203883495145631310e-01,3.203883495145631310e-01,3.203883495145631310e-01,3.300970873786407966e-01,3.446601941747572950e-01,3.398058252427184622e-01,3.446601941747572950e-01,3.495145631067961278e-01,3.446601941747572950e-01,3.446601941747572950e-01,3.446601941747572950e-01,3.446601941747572950e-01,3.106796116504854099e-01
4.430379746835442778e-01,4.556962025316455556e-01,4.746835443037974445e-01,4.683544303797468333e-01,4.746835443037974445e-01,4.810126582278481111e-01,4.746835443037974445e-01,4.746835443037974445e-01,4.746835443037974445e-01,4.746835443037974445e-01,4.303797468354430555e-01,3.291139240506328889e-01,2.784810126582278333e-01,4.240506329113923889e-01,5.063291139240506666e-01,5.632911392405063333e-01,5.316455696202531112e-01,4.303797468354430555e-01,0.000000000000000000e+00,9.367088607594936667e-01,1.000000000000000000e+00,5.506329113924051111e-01,3.924050632911392222e-01,3.607594936708860556e-01,3.291139240506328889e-01,3.101265822784810000e-01,2.911392405063291111e-01,2.215189873417721389e-01,1.962025316455696111e-01,1.708860759493670833e-01,2.088607594936708889e-01,2.341772151898734167e-01,3.164556962025316666e-01,3.860759493670886111e-01,4.303797468354430555e-01,4.177215189873417778e-01,4.050632911392405000e-01,3.987341772151898889e-01,3.860759493670886111e-01,3.924050632911392222e-01,4.050632911392405000e-01,4.177215189873417778e-01,4.303797468354430555e-01,4.430379746835442778e-01,4.367088607594936667e-01,4.430379746835442778e-01,4.493670886075949444e-01,4.367088607594936667e-01,4.303797468354430555e-01,3.227848101265822778e-01
2.465753424657534110e-01,2.534246575342465890e-01,2.671232876712328896e-01,2.808219178082191902e-01,2.945205479452054909e-01,3.082191780821917915e-01,3.013698630136986134e-01,3.082191780821917915e-01,3.150684931506849140e-01,3.013698630136986134e-01,2.945205479452054909e-01,1.780821917808219079e-01,1.575342465753424570e-01,1.849315068493150582e-01,3.493150684931506933e-01,3.904109589041095951e-01,3.698630136986301165e-01,3.287671232876712146e-01,0.000000000000000000e+00,5.342465753424657793e-01,1.000000000000000000e+00,5.753424657534246256e-01,2.671232876712328896e-01,2.260273972602739601e-01,2.260273972602739601e-01,1.986301369863013588e-01,1.575342465753424570e-01,1.095890410958904049e-01,4.794520547945205213e-02,1.369863013698630061e-02,2.054794520547945091e-02,5.479452054794520244e-02,1.369863013698630061e-01,2.465753424657534110e-01,2.945205479452054909e-01,3.082191780821917915e-01,2.876712328767123128e-01,2.602739726027397116e-01,2.808219178082191902e-01,3.013698630136986134e-01,2.945205479452054909e-01,3.150684931506849140e-01,3.013698630136986134e-01,3.493150684931506933e-01,3.150684931506849140e-01,3.013698630136986134e-01,1.780821917808219079e-01,1.506849315068493067e-01,2.054794520547945091e-01,3.767123287671232945e-01
2.805755395683453002e-01,2.589928057553956831e-01,2.302158273381295084e-01,2.517985611510791255e-01,2.733812949640287981e-01,2.661870503597122406e-01,2.877697841726618577e-01,2.733812949640287981e-01,3.237410071942445899e-01,2.877697841726618577e-01,2.733812949640287981e-01,1.438848920863309289e-01,1.151079136690647542e-01,1.726618705035971313e-01,3.525179856115107646e-01,3.956834532374100544e-01,3.812949640287769948e-01,3.237410071942445899e-01,0.000000000000000000e+00,6.330935251798560648e-01,1.000000000000000000e+00,5.323741007194244812e-01,2.446043165467625957e-01,2.230215827338129508e-01,1.870503597122302186e-01,1.654676258992805737e-01,1.366906474820143991e-01,8.633093525179856564e-02,2.158273381294964141e-02,7.194244604316547137e-03,2.877697841726618855e-02,6.474820143884892076e-02,1.510791366906474864e-01,2.230215827338129508e-01,2.805755395683453002e-01,2.661870503597122406e-01,2.661870503597122406e-01,2.517985611510791255e-01,2.661870503597122406e-01,2.733812949640287981e-01,2.877697841726618577e-01,2.949640287769784153e-01,3.021582733812949728e-01,3.165467625899280324e-01,3.309352517985611475e-01,3.093525179856115304e-01,2.589928057553956831e-01,1.798561151079136611e-01,6.474820143884892076e-02,2.949640287769784153e-01
3.599999999999999867e-01,3.599999999999999867e-01,3.485714285714285876e-01,3.599999999999999867e-01,3.657142857142857140e-01,3.771428571428571686e-01,3.828571428571428403e-01,3.885714285714285676e-01,4.000000000000000222e-01,4.114285714285714213e-01,3.942857142857142949e-01,3.542857142857142594e-01,2.914285714285714257e-01,2.000000000000000111e-01,3.828571428571428403e-01,4.342857142857142749e-01,4.914285714285714368e-01,4.685714285714285832e-01,3.314285714285714057e-01,0.000000000000000000e+00,1.000000000000000000e+00,8.057142857142857162e-01,4.799999999999999822e-01,3.314285714285714057e-01,3.314285714285714057e-01,3.142857142857142794e-01,2.914285714285714257e-01,2.342857142857142916e-01,2.228571428571428648e-01,2.000000000000000111e-01,1.771428571428571297e-01,2.057142857142857106e-01,2.285714285714285643e-01,3.200000000000000067e-01,3.714285714285714413e-01,4.057142857142856940e-01,4.000000000000000222e-01,4.000000000000000222e-01,3.828571428571428403e-01,3.885714285714285676e-01,3.885714285714285676e-01,4.057142857142856940e-01,4.114285714285714213e-01,4.114285714285714213e-01,4.228571428571428759e-01,4.171428571428571486e-01,3.314285714285714057e-01,2.742857142857142994e-01,2.571428571428571175e-01,4.514285714285714013e-01
2.611111111111111271e-01,2.555555555555555358e-01,2.555555555555555358e-01,2.388888888888889006e-01,2.444444444444444364e-01,2.444444444444444364e-01,2.611111111111111271e-01,2.666666666666666630e-01,2.666666666666666630e-01,2.777777777777777901e-01,2.722222222222221988e-01,1.888888888888888840e-01,1.333333333333333315e-01,1.166666666666666685e-01,3.055555555555555802e-01,3.388888888888889062e-01,3.277777777777777790e-01,3.277777777777777790e-01,7.777777777777777901e-02,0.000000000000000000e+00,1.000000000000000000e+00,5.333333333333333259e-01,2.444444444444444364e-01,2.000000000000000111e-01,1.777777777777777846e-01,1.888888888888888840e-01,1.611111111111111216e-01,1.166666666666666685e-01,8.333333333333332871e-02,6.111111111111110911e-02,5.000000000000000278e-02,5.555555555555555247e-02,1.388888888888888951e-01,2.055555555555555469e-01,2.833333333333333259e-01,2.444444444444444364e-01,2.555555555555555358e-01,2.277777777777777735e-01,2.500000000000000000e-01,2.333333333333333370e-01,2.500000000000000000e-01,2.944444444444444531e-01,2.666666666666666630e-01,2.999999999999999889e-01,2.722222222222221988e-01,2.777777777777777901e-01,1.611111111111111216e-01,1.499999999999999944e-01,1.277777777777777679e-01,3.277777777777777790e-01
